#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::NC_058066.1:140235-142221	1986	57	0.29367000000000004	11.630241584777831	1	0.0336714	noncoding
transcript::NC_058066.1:140235-142221	1986	57	0.29367000000000004	11.630241584777831	1	0.0336714	noncoding
transcript::NC_058066.1:140254-142221	1967	56	0.29367000000000004	8.23082370758057	1	0.0197696	noncoding
transcript::NC_058066.1:140254-142221	1967	56	0.29367000000000004	8.23082370758057	1	0.0197696	noncoding
transcript::NC_058066.1:140261-142221	1960	56	0.29367000000000004	8.23082370758057	1	0.0197696	noncoding
transcript::NC_058066.1:140746-142221	1475	56	0.31677000000000005	8.23082370758057	1	0.019937	noncoding
transcript::NC_058066.1:175870-178261	2391	143	0.32388000000000006	6.550205039978027	-1	0.123722	noncoding
transcript::NC_058066.1:177218-178261	1043	143	0.35209999999999997	6.550205039978027	-1	0.101013	noncoding
transcript::NC_058066.1:182354-183120	766	53	0.40893	7.629179573059083	1	0.0317115	noncoding
transcript::NC_058066.1:468618-469943	1325	73	0.3891	11.48389835357666	1	0.0882804	noncoding
transcript::NC_058066.1:902271-903871	1600	64	0.34955	9.800177574157715	1	0.0427705	noncoding
transcript::NC_058066.1:950324-952583	2259	187	0.34079	8.801949119567873	1	0.885284	coding
transcript::NC_058066.1:974991-975634	643	12	0.41623999999999994	10.06050090789795	1	0.00728674	noncoding
transcript::NC_058066.1:1153398-1165634	12236	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1153403-1165634	12231	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1153409-1165634	12225	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1154206-1155609	1403	66	0.37373	8.802658271789554	1	0.0495107	noncoding
transcript::NC_058066.1:1155786-1165634	9848	134	0.29479	9.09901943206787	1	0.241898	noncoding
transcript::NC_058066.1:1222444-1227226	4782	62	0.32077	9.30048313140869	1	0.0302275	noncoding
transcript::NC_058066.1:1222538-1227226	4688	62	0.32077	9.30048313140869	1	0.0302275	noncoding
transcript::NC_058066.1:1230580-1232702	2122	78	0.29115	9.639780235290527	1	0.0477037	noncoding
transcript::NC_058066.1:1238384-1240822	2438	66	0.28179000000000004	8.297870826721194	1	0.0291627	noncoding
transcript::NC_058066.1:1256162-1257382	1220	41	0.34867000000000004	9.098761558532715	1	0.0140974	noncoding
transcript::NC_058066.1:1256162-1264306	8144	53	0.28334000000000004	10.182410621643069	1	0.0265272	noncoding
transcript::NC_058066.1:1256162-1265914	9752	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1256162-1265914	9752	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1257059-1264306	7247	53	0.28334000000000004	10.182410621643069	1	0.0265272	noncoding
transcript::NC_058066.1:1257059-1265914	8855	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1257059-1265914	8855	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1683658-1684702	1044	49	0.28716	10.297809028625483	1	0.0242417	noncoding
transcript::NC_058066.1:1859990-1861087	1097	40	0.32477	10.182346153259278	1	0.0172161	noncoding
transcript::NC_058066.1:1923968-1928724	4756	258	0.3201	8.587333869934085	1	0.988336	coding
transcript::NC_058066.1:1928523-1933148	4625	258	0.36773	8.587333869934085	1	0.998338	coding
transcript::NC_058066.1:2153921-2265723	111802	600	0.2921	9.321241950988771	1	0.999999	coding
transcript::NC_058066.1:2168267-2172774	4507	87	0.36389	8.9450044631958	1	0.114693	noncoding
transcript::NC_058066.1:2297524-2299462	1938	60	0.37722	10.105757713317868	1	0.048414	noncoding
transcript::NC_058066.1:2297529-2299462	1933	60	0.37722	10.105757713317868	1	0.048414	noncoding
transcript::NC_058066.1:2450692-2462175	11483	66	0.28719	11.540566062927248	1	0.0412486	noncoding
transcript::NC_058066.1:2450742-2451419	677	61	0.42425999999999997	10.455949974060058	1	0.0924265	noncoding
transcript::NC_058066.1:2483759-2601123	117364	990	0.29367000000000004	9.287073707580568	1	1	coding
transcript::NC_058066.1:2483759-2601123	117364	990	0.29367000000000004	9.287073707580568	1	1	coding
transcript::NC_058066.1:2484279-2601123	116844	990	0.29367000000000004	9.287073707580568	1	1	coding
transcript::NC_058066.1:2484741-2601123	116382	990	0.29367000000000004	9.287073707580568	1	1	coding
transcript::NC_058066.1:2628024-2628836	812	64	0.39914000000000005	6.004834938049315	1	0.068417	noncoding
transcript::NC_058066.1:2628295-2628836	541	64	0.44078	6.004834938049315	1	0.0978353	noncoding
transcript::NC_058066.1:2780960-2781659	699	57	0.32843	10.05199108123779	1	0.0302206	noncoding
transcript::NC_058066.1:2803607-2803864	257	12	0.40220999999999996	5.750594139099121	1	0.00306184	noncoding
transcript::NC_058066.1:2836089-2837993	1904	74	0.33194	8.46020221710205	1	0.0466514	noncoding
transcript::NC_058066.1:2836091-2837993	1902	74	0.33194	8.46020221710205	1	0.0466514	noncoding
transcript::NC_058066.1:2857025-2857689	664	26	0.39753	6.706796455383301	1	0.00595513	noncoding
transcript::NC_058066.1:2857027-2858555	1528	30	0.32678999999999997	9.624630165100097	1	0.0101943	noncoding
transcript::NC_058066.1:3115108-3115366	258	36	0.35997	10.288783454895018	1	0.0166507	noncoding
transcript::NC_058066.1:3150887-3153304	2417	97	0.28807000000000005	9.64732303619385	1	0.080476	noncoding
transcript::NC_058066.1:3182642-3241014	58372	321	0.29115	4.585281181335449	1	0.999982	coding
transcript::NC_058066.1:3286753-3303465	16712	919	0.4074	6.737318992614747	1	1	coding
transcript::NC_058066.1:3329797-3402427	72630	872	0.28950000000000004	5.915825080871582	1	1	coding
transcript::NC_058066.1:3332906-3374159	41253	872	0.28950000000000004	5.915825080871582	1	1	coding
transcript::NC_058066.1:3403569-3404933	1364	187	0.46552000000000004	8.452852821350099	1	0.995804	coding
transcript::NC_058066.1:3516838-3570380	53542	343	0.29367000000000004	5.029648399353028	1	0.999989	coding
transcript::NC_058066.1:3586560-3588114	1554	197	0.42716	9.733968544006348	-1	0.260892	noncoding
transcript::NC_058066.1:3638959-3644791	5832	209	0.31852	9.879280281066894	1	0.847145	coding
transcript::NC_058066.1:3950255-3951139	884	85	0.37187	9.63939342498779	1	0.121638	noncoding
transcript::NC_058066.1:4069411-4083666	14255	93	0.2921	10.83889217376709	1	0.0748412	noncoding
transcript::NC_058066.1:4081072-4083579	2507	56	0.27818000000000004	5.302361869812012	1	0.0453144	noncoding
transcript::NC_058066.1:4136146-4136460	314	22	0.43162	5.752981376647949	1	0.00698943	noncoding
transcript::NC_058066.1:4136590-4137293	703	19	0.29374000000000006	11.711342811584473	-1	0.188307	noncoding
transcript::NC_058066.1:4570608-4571319	711	84	0.38632	10.008668327331542	1	0.142541	noncoding
transcript::NC_058066.1:4596732-4597711	979	78	0.40081999999999995	9.747635841369629	1	0.131434	noncoding
transcript::NC_058066.1:5160268-5167133	6865	90	0.30981	8.51261501312256	1	0.0738044	noncoding
transcript::NC_058066.1:5160283-5167133	6850	90	0.30981	8.51261501312256	1	0.0738044	noncoding
transcript::NC_058066.1:5298230-5299505	1275	57	0.36694000000000004	7.747688865661622	1	0.026736	noncoding
transcript::NC_058066.1:5440261-5440610	349	40	0.40646000000000004	6.799444007873535	1	0.0146948	noncoding
transcript::NC_058066.1:5508416-5516218	7802	159	0.29367000000000004	9.32549686431885	1	0.403182	noncoding
transcript::NC_058066.1:5812666-5814063	1397	176	0.44479	6.960980415344238	1	0.991273	coding
transcript::NC_058066.1:6062057-6063319	1262	42	0.32004	10.53498821258545	1	0.0199286	noncoding
transcript::NC_058066.1:6063475-6064196	721	77	0.41607000000000005	6.00523281097412	1	0.168872	noncoding
transcript::NC_058066.1:6071438-6071890	452	37	0.34985999999999995	9.777355766296385	1	0.0145483	noncoding
transcript::NC_058066.1:6459579-6473989	14410	132	0.29367000000000004	9.538242530822753	1	0.21438	noncoding
transcript::NC_058066.1:6466327-6473989	7662	132	0.29367000000000004	9.819002342224117	1	0.207058	noncoding
transcript::NC_058066.1:6491663-6498929	7266	94	0.32774000000000003	10.71304988861084	1	0.101864	noncoding
transcript::NC_058066.1:6494385-6502436	8051	94	0.28644000000000003	10.71304988861084	1	0.0749321	noncoding
transcript::NC_058066.1:6494918-6502436	7518	94	0.28644000000000003	10.397412681579588	1	0.0749832	noncoding
transcript::NC_058066.1:6494927-6502436	7509	94	0.28644000000000003	10.397412681579588	1	0.0749832	noncoding
transcript::NC_058066.1:6513669-6518424	4755	98	0.30972	7.693976020812988	1	0.106539	noncoding
transcript::NC_058066.1:6513669-6521112	7443	98	0.30509	7.693976020812988	1	0.103107	noncoding
transcript::NC_058066.1:6556797-6557027	230	0	0.30808	0.0	-1	4.7223e-07	noncoding
transcript::NC_058066.1:6566110-6568809	2699	67	0.37465000000000004	5.9763586044311525	1	0.0633386	noncoding
transcript::NC_058066.1:6733178-6737613	4435	171	0.32421	8.805043601989748	1	0.713739	coding
transcript::NC_058066.1:6951864-6954782	2918	88	0.36712	7.728534126281737	1	0.123548	noncoding
transcript::NC_058066.1:6972999-6973470	471	35	0.349	9.49814319610596	1	0.0122906	noncoding
transcript::NC_058066.1:6996750-6997146	396	52	0.35912	9.820678520202637	-1	0.127094	noncoding
transcript::NC_058066.1:7007322-7014761	7439	127	0.30576000000000003	10.25925693511963	1	0.200669	noncoding
transcript::NC_058066.1:7045103-7046105	1002	62	0.37389	9.652931785583494	1	0.0475586	noncoding
transcript::NC_058066.1:7180784-7182040	1256	70	0.35673	8.069137001037596	1	0.0471672	noncoding
transcript::NC_058066.1:7282063-7289853	7790	119	0.32237000000000005	8.509778404235842	1	0.231405	noncoding
transcript::NC_058066.1:7696624-7699409	2785	401	0.41514	9.530441856384279	1	1	coding
transcript::NC_058066.1:7765329-7765996	667	63	0.34839	6.801603889465332	1	0.0329031	noncoding
transcript::NC_058066.1:7906272-7907836	1564	54	0.25734	8.712338066101072	1	0.0247891	noncoding
transcript::NC_058066.1:7906272-7907836	1564	54	0.25734	8.712338066101072	1	0.0247891	noncoding
transcript::NC_058066.1:8261794-8346472	84678	561	0.2921	5.231085777282714	-1	0.894895	coding
transcript::NC_058066.1:8297295-8298007	712	40	0.46797	4.531113624572753	-1	0.0252461	noncoding
transcript::NC_058066.1:8323212-8327114	3902	100	0.30387000000000003	9.7625280380249	1	0.0984939	noncoding
transcript::NC_058066.1:8395361-8397964	2603	43	0.22328	9.1843111038208	1	0.0411201	noncoding
transcript::NC_058066.1:8501324-8504753	3429	46	0.2921	10.53492374420166	1	0.0233085	noncoding
transcript::NC_058066.1:8532417-8533774	1357	103	0.4103	8.59455432891846	1	0.372011	noncoding
transcript::NC_058066.1:8629993-8630849	856	38	0.27919	9.901521873474117	1	0.0170648	noncoding
transcript::NC_058066.1:8640307-8641270	963	35	0.34411	6.513089179992675	1	0.00763609	noncoding
transcript::NC_058066.1:8924375-8924604	229	19	0.28637	5.711091041564941	1	0.00586034	noncoding
transcript::NC_058066.1:8955398-8971019	15621	892	0.37002	5.394213676452637	1	1	coding
transcript::NC_058066.1:8959222-8986219	26997	1285	0.3996	5.385176277160644	1	1	coding
transcript::NC_058066.1:9047095-9054473	7378	95	0.31444	7.748825645446778	1	0.0974742	noncoding
transcript::NC_058066.1:9494981-9495575	594	30	0.40071	4.556520652770996	1	0.016792	noncoding
transcript::NC_058066.1:9655897-9656114	217	15	0.35573	5.750821495056152	1	0.00292168	noncoding
transcript::NC_058066.1:9728729-9729228	499	33	0.43845	7.811005592346191	-1	0.0259344	noncoding
transcript::NC_058066.1:9778634-9778887	253	31	0.28935	10.384583473205566	1	0.0154123	noncoding
transcript::NC_058066.1:9948158-9948993	835	47	0.37256999999999996	11.000063133239745	1	0.0302519	noncoding
transcript::NC_058066.1:10400843-10405534	4691	76	0.29771000000000003	5.2612104415893555	1	0.0937918	noncoding
transcript::NC_058066.1:10403245-10404798	1553	59	0.33399	9.61760311126709	1	0.0307545	noncoding
transcript::NC_058066.1:10639515-10639769	254	17	0.38186	7.975593376159668	-1	0.0354228	noncoding
transcript::NC_058066.1:11037433-11037635	202	18	0.36899000000000004	5.194140434265136	1	0.0043753	noncoding
transcript::NC_058066.1:11164998-11165474	476	20	0.42211000000000004	10.478062629699707	1	0.0130617	noncoding
transcript::NC_058066.1:11321636-11321966	330	31	0.39008	9.782255363464351	1	0.0137323	noncoding
transcript::NC_058066.1:11457735-11463287	5552	100	0.35983	10.183442115783691	1	0.183335	noncoding
transcript::NC_058066.1:11562314-11563521	1207	53	0.37083	11.4606897354126	1	0.0363721	noncoding
transcript::NC_058066.1:11594718-11595226	508	26	0.35045	5.789869880676269	1	0.00538697	noncoding
transcript::NC_058066.1:11642406-11642651	245	42	0.37037	9.839954566955566	1	0.0201627	noncoding
transcript::NC_058066.1:11648430-11655513	7083	226	0.29343	9.541014671325684	1	0.837036	coding
transcript::NC_058066.1:11834264-11839888	5624	56	0.29519	6.493536567687988	1	0.0227679	noncoding
transcript::NC_058066.1:11905017-11905287	270	31	0.38937000000000005	5.39154224395752	1	0.0104942	noncoding
transcript::NC_058066.1:11945749-11955150	9401	135	0.3287	10.362212944030759	1	0.321959	noncoding
transcript::NC_058066.1:12269112-12300610	31498	170	0.2921	6.8559419631958	1	0.757261	coding
transcript::NC_058066.1:12350758-12357238	6480	80	0.30159	6.563562202453612	1	0.0634535	noncoding
transcript::NC_058066.1:12368411-12371962	3551	74	0.31281000000000003	8.36066303253174	1	0.0409344	noncoding
transcript::NC_058066.1:12690952-12701854	10902	93	0.28467000000000003	9.075810813903807	1	0.0701268	noncoding
transcript::NC_058066.1:12840748-12859700	18952	569	0.27918000000000004	9.611285209655762	1	0.999977	coding
transcript::NC_058066.1:12862674-12863186	512	40	0.40671	8.253645515441896	1	0.0162626	noncoding
transcript::NC_058066.1:12968143-12968510	367	28	0.29833	6.49137668609619	1	0.00623201	noncoding
transcript::NC_058066.1:12969248-12969513	265	16	0.37098	11.000127601623536	1	0.00916268	noncoding
transcript::NC_058066.1:12969823-12979081	9258	105	0.28695000000000004	11.310994148254395	1	0.0894718	noncoding
transcript::NC_058066.1:13005000-13005476	476	62	0.42028	10.313216972351071	-1	0.11723	noncoding
transcript::NC_058066.1:13013712-13014149	437	67	0.32182	9.689356422424318	1	0.038828	noncoding
transcript::NC_058066.1:13013747-13014149	402	24	0.28978000000000004	6.501948738098144	1	0.00574433	noncoding
transcript::NC_058066.1:13341096-13370537	29441	149	0.28467000000000003	9.011987113952639	1	0.314423	noncoding
transcript::NC_058066.1:13498078-13500600	2522	302	0.35364	9.240785408020017	1	0.999321	coding
transcript::NC_058066.1:13826530-13826936	406	84	0.38450000000000006	10.495146751403805	-1	0.153449	noncoding
transcript::NC_058066.1:13883117-13883715	598	25	0.36044999999999994	9.101404762268068	1	0.00721305	noncoding
transcript::NC_058066.1:13885940-13888474	2534	289	0.38466	6.180467414855956	1	0.999979	coding
transcript::NC_058066.1:13885940-13888474	2534	289	0.38466	6.180467414855956	1	0.999979	coding
transcript::NC_058066.1:14062238-14064005	1767	54	0.37421000000000004	9.621019935607908	1	0.0333805	noncoding
transcript::NC_058066.1:14337645-14338231	586	13	0.41674	5.587238883972168	1	0.0037739	noncoding
transcript::NC_058066.1:14392817-14405656	12839	127	0.28982	8.37710247039795	1	0.213691	noncoding
transcript::NC_058066.1:14393561-14406059	12498	127	0.29367000000000004	8.37710247039795	1	0.221263	noncoding
transcript::NC_058066.1:14411110-14411739	629	27	0.31222	10.834443855285645	1	0.0139019	noncoding
transcript::NC_058066.1:14492736-14493153	417	62	0.29947	9.761818885803223	-1	0.173916	noncoding
transcript::NC_058066.1:14629765-14630854	1089	76	0.37922999999999996	9.783286857604978	1	0.0929968	noncoding
transcript::NC_058066.1:14748269-14749284	1015	46	0.30078000000000005	10.29020175933838	1	0.021491	noncoding
transcript::NC_058066.1:14776070-14776349	279	47	0.44725	9.51174602508545	1	0.053445	noncoding
transcript::NC_058066.1:14898577-14900287	1710	90	0.30644000000000005	11.005736351013184	1	0.0748677	noncoding
transcript::NC_058066.1:14954254-14974152	19898	217	0.30576000000000003	5.17634983062744	1	0.994112	coding
transcript::NC_058066.1:14969588-14972762	3174	217	0.35544	5.17634983062744	1	0.998403	coding
transcript::NC_058066.1:15309762-15310332	570	69	0.31986000000000003	10.170935249328611	1	0.0439525	noncoding
transcript::NC_058066.1:15424083-15425180	1097	46	0.33439	11.999967765808105	1	0.0231063	noncoding
transcript::NC_058066.1:15586549-15587437	888	32	0.33251	9.431031608581542	1	0.0103238	noncoding
transcript::NC_058066.1:15586549-15587437	888	32	0.33251	9.431031608581542	1	0.0103238	noncoding
transcript::NC_058066.1:15722972-15724941	1969	108	0.29526	8.684745597839356	1	0.120708	noncoding
transcript::NC_058066.1:15885094-15886596	1502	71	0.37065	4.0500284194946286	1	0.196716	noncoding
transcript::NC_058066.1:16333364-16334816	1452	31	0.35019999999999996	11.999967765808105	1	0.0150747	noncoding
transcript::NC_058066.1:16611728-16613168	1440	42	0.24708	5.794360160827637	1	0.0409236	noncoding
transcript::NC_058066.1:16615155-16616171	1016	41	0.29422000000000004	10.044319343566894	1	0.0177596	noncoding
transcript::NC_058066.1:16635087-16647207	12120	222	0.28334000000000004	6.133404731750488	1	0.97995	coding
transcript::NC_058066.1:16673835-16674403	568	116	0.32857	10.02046604156494	1	0.204679	noncoding
transcript::NC_058066.1:16737230-16739914	2684	781	0.42688	4.0500284194946286	-1	0.999957	coding
transcript::NC_058066.1:16737326-16741780	4454	986	0.48147	4.099933052062987	1	1	coding
transcript::NC_058066.1:16737368-16739914	2546	781	0.4334	4.0500284194946286	-1	0.999965	coding
transcript::NC_058066.1:16737662-16741780	4118	873	0.44956999999999997	4.138924598693847	1	1	coding
transcript::NC_058066.1:16815881-16816170	289	21	0.32999	5.519032096862792	1	0.00437751	noncoding
transcript::NC_058066.1:16829807-16830415	608	66	0.35156	7.725237464904786	1	0.036822	noncoding
transcript::NC_058066.1:16830671-16831094	423	51	0.34802999999999995	4.057985877990721	1	0.0508412	noncoding
