transcript::NC_058066.1:2592051-2593137	transcript::Porites_evermani_scaffold_3148:28244-29656	86.111	324	3.26e-92
transcript::NC_058066.1:27027092-27032888	transcript::Porites_evermani_scaffold_420:30252-31950	87.755	196	1.11e-58
transcript::NC_058066.1:29848060-29850362	transcript::Porites_evermani_scaffold_886:165735-165991	93.590	156	2.62e-61
transcript::NC_058066.1:34379469-34381549	transcript::Porites_evermani_scaffold_4725:15948-19942	88.652	141	6.76e-42
transcript::NC_058066.1:8217877-8218158	transcript::Porites_evermani_scaffold_251:131351-135625	90.747	281	4.76e-100
transcript::NC_058066.1:22489486-22489796	transcript::Porites_evermani_scaffold_1877:93915-94372	91.736	121	3.42e-42
transcript::NC_058066.1:23113995-23114248	transcript::Porites_evermani_scaffold_2044:85567-86551	90.079	252	1.55e-89
transcript::NC_058066.1:25966666-25967740	transcript::Porites_evermani_scaffold_1966:74347-74767	89.557	316	1.46e-110
transcript::NC_058066.1:28979372-28980766	transcript::Porites_evermani_scaffold_1321:78642-78969	93.313	329	1.42e-136
transcript::NC_058066.1:29648600-29650291	transcript::Porites_evermani_scaffold_4500:18906-24494	85.714	245	5.29e-67
transcript::NC_058066.1:33438361-33438921	transcript::Porites_evermani_scaffold_3450:8048-10258	94.690	113	3.82e-44
transcript::NC_058066.1:34108358-34108674	transcript::Porites_evermani_scaffold_3148:28244-29656	87.179	312	5.41e-95
transcript::NC_058066.1:39238739-39239537	transcript::Porites_evermani_scaffold_3350:8618-8926	91.971	137	5.45e-49
transcript::NC_058067.1:15984776-15986781	transcript::Porites_evermani_scaffold_4500:18906-24494	82.867	286	2.26e-66
transcript::NC_058067.1:32584792-32585705	transcript::Porites_evermani_scaffold_3148:28244-29656	89.756	205	1.69e-69
transcript::NC_058067.1:14180355-14182782	transcript::Porites_evermani_scaffold_499:145-1101	86.145	166	1.31e-44
transcript::NC_058067.1:21476069-21476369	transcript::Porites_evermani_scaffold_5750:1196-7199	86.301	292	2.41e-83
transcript::NC_058067.1:884680-885514	transcript::Porites_evermani_scaffold_2044:85567-86551	89.198	324	2.42e-112
transcript::NC_058067.1:6006615-6006943	transcript::Porites_evermani_scaffold_2227:39230-40719	92.143	140	4.64e-51
transcript::NC_058067.1:6900968-6901701	transcript::Porites_evermani_scaffold_37:32208-33248	87.441	422	1.59e-133
transcript::NC_058067.1:10168957-10169198	transcript::Porites_evermani_scaffold_2044:85567-86551	89.754	244	4.11e-85
