Pocillopora_meandrina_HIv1___Sc0000000	10376955	10381586	Pocillopora_meandrina_HIv1___Sc0000000	AUGUSTUS	transcript	10377338	10381414	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1	4077
Pocillopora_meandrina_HIv1___Sc0000001	7491180	7496937	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	7491795	7493045	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19232.t1	1251
Pocillopora_meandrina_HIv1___Sc0000001	7491180	7496937	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	7494081	7495580	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19233.t1	1500
Pocillopora_meandrina_HIv1___Sc0000001	7567709	7580482	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	7570317	7572349	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19250.t1	2033
Pocillopora_meandrina_HIv1___Sc0000001	7567709	7580482	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	7573106	7574803	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19251.t1	1698
Pocillopora_meandrina_HIv1___Sc0000001	7567709	7580482	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	7578859	7580789	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19252.t1	1624
Pocillopora_meandrina_HIv1___Sc0000001	10531132	10536982	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	10535065	10536702	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19581.t1	1638
Pocillopora_meandrina_HIv1___Sc0000001	11270024	11274696	Pocillopora_meandrina_HIv1___Sc0000001	AUGUSTUS	transcript	11264519	11275305	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g19654.t2	4672
Pocillopora_meandrina_HIv1___Sc0000002	3703340	3711345	Pocillopora_meandrina_HIv1___Sc0000002	AUGUSTUS	transcript	3705460	3707826	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6729.t1	2367
Pocillopora_meandrina_HIv1___Sc0000002	3703340	3711345	Pocillopora_meandrina_HIv1___Sc0000002	AUGUSTUS	transcript	3708356	3710821	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6730.t1	2466
Pocillopora_meandrina_HIv1___Sc0000002	3703340	3711345	Pocillopora_meandrina_HIv1___Sc0000002	AUGUSTUS	transcript	3701305	3704736	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1	1396
Pocillopora_meandrina_HIv1___Sc0000002	6079035	6084410	Pocillopora_meandrina_HIv1___Sc0000002	AUGUSTUS	transcript	6078802	6079368	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6918.t1	333
Pocillopora_meandrina_HIv1___Sc0000002	6079035	6084410	Pocillopora_meandrina_HIv1___Sc0000002	AUGUSTUS	transcript	6080130	6083971	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1	3842
Pocillopora_meandrina_HIv1___Sc0000002	11007008	11012024	Pocillopora_meandrina_HIv1___Sc0000002	AUGUSTUS	transcript	11007082	11012466	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g7292.t1	4943
Pocillopora_meandrina_HIv1___Sc0000003	11421003	11433320	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	11422530	11426450	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g16075.t1	3921
Pocillopora_meandrina_HIv1___Sc0000003	11421003	11433320	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	11426487	11429181	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g16076.t1	2695
Pocillopora_meandrina_HIv1___Sc0000003	11421003	11433320	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	11419286	11422272	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.6787_t	1269
Pocillopora_meandrina_HIv1___Sc0000003	11421003	11433320	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	11429647	11436781	.	+	.	ID=Pocillopora_meandrina_HIv1___TS.g11092.t1	3674
Pocillopora_meandrina_HIv1___Sc0000003	14080011	14086151	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	14080018	14085812	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1	5795
Pocillopora_meandrina_HIv1___Sc0000003	15451019	15455992	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	15453806	15454105	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g16335.t1b	300
Pocillopora_meandrina_HIv1___Sc0000003	15451019	15455992	Pocillopora_meandrina_HIv1___Sc0000003	AUGUSTUS	transcript	15454364	15455513	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g16335.t1a	1150
Pocillopora_meandrina_HIv1___Sc0000004	8677120	8684744	Pocillopora_meandrina_HIv1___Sc0000004	AUGUSTUS	transcript	8684539	8690058	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g24772.t2	206
Pocillopora_meandrina_HIv1___Sc0000004	8677120	8684744	Pocillopora_meandrina_HIv1___Sc0000004	AUGUSTUS	transcript	8677498	8684073	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g24771.t1	6576
Pocillopora_meandrina_HIv1___Sc0000004	13615030	13624862	Pocillopora_meandrina_HIv1___Sc0000004	AUGUSTUS	transcript	13615119	13615733	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g25078.t1	615
Pocillopora_meandrina_HIv1___Sc0000004	13615030	13624862	Pocillopora_meandrina_HIv1___Sc0000004	AUGUSTUS	transcript	13615770	13616777	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g25079.t1	1008
Pocillopora_meandrina_HIv1___Sc0000004	13615030	13624862	Pocillopora_meandrina_HIv1___Sc0000004	AUGUSTUS	transcript	13623662	13624232	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g25080.t1	571
Pocillopora_meandrina_HIv1___Sc0000006	2573320	2586773	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	2578083	2585685	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g26952.t1	7603
Pocillopora_meandrina_HIv1___Sc0000006	2573320	2586773	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	2586182	2586637	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g26953.t1	456
Pocillopora_meandrina_HIv1___Sc0000006	5858169	5869011	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	5860388	5861878	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27272.t1	1491
Pocillopora_meandrina_HIv1___Sc0000006	6017023	6024673	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	6016804	6017968	.	+	.	ID=Pocillopora_meandrina_HIv1___TS.g14662.t1	945
Pocillopora_meandrina_HIv1___Sc0000006	6017023	6024673	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	6018409	6019083	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27317.t1	675
Pocillopora_meandrina_HIv1___Sc0000006	6017023	6024673	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	6019582	6024080	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27318.t1	4499
Pocillopora_meandrina_HIv1___Sc0000006	11541575	11547858	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	11547284	11548777	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27866.t1	575
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12416473	12417438	.	+	.	ID=Pocillopora_meandrina_HIv1___TS.g15327.t1a	352
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12421184	12422187	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27981.t1	1004
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12422969	12423559	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27982.t1	591
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12423608	12424087	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27983.t1	480
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12425207	12425962	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27984.t1	756
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12426101	12427406	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27985.t1	1306
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12427434	12428582	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27986.t1	1149
Pocillopora_meandrina_HIv1___Sc0000006	12417086	12431853	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12418431	12420434	.	+	.	ID=Pocillopora_meandrina_HIv1___TS.g15327.t1b	2004
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12436277	12438541	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27987.t1	2265
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12440610	12443165	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27988.t1	2556
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12445464	12446291	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27989.t1	828
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12447896	12448509	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27990.t1	614
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12455129	12456723	.	+	.	ID=Pocillopora_meandrina_HIv1___TS.g15336.t1	1595
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12456784	12457161	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27992.t1	378
Pocillopora_meandrina_HIv1___Sc0000006	12435230	12463480	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	12458123	12468359	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g27993.t1	5358
Pocillopora_meandrina_HIv1___Sc0000006	13863217	13884785	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	13873041	13873787	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g28129.t1	747
Pocillopora_meandrina_HIv1___Sc0000006	13863217	13884785	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	13878433	13880644	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g28131.t1	2212
Pocillopora_meandrina_HIv1___Sc0000006	13863217	13884785	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	13880704	13881803	.	-	.	ID=Pocillopora_meandrina_HIv1___TS.g15477.t1b	1100
Pocillopora_meandrina_HIv1___Sc0000006	13863217	13884785	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	13882093	13882588	.	-	.	ID=Pocillopora_meandrina_HIv1___TS.g15477.t1a	496
Pocillopora_meandrina_HIv1___Sc0000006	13863217	13884785	Pocillopora_meandrina_HIv1___Sc0000006	AUGUSTUS	transcript	13875464	13878023	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g28130.t1	2560
Pocillopora_meandrina_HIv1___Sc0000007	9522006	9527003	Pocillopora_meandrina_HIv1___Sc0000007	AUGUSTUS	transcript	9515712	9523344	.	-	.	ID=Pocillopora_meandrina_HIv1___TS.g24636.t1	1338
Pocillopora_meandrina_HIv1___Sc0000007	12595183	12603750	Pocillopora_meandrina_HIv1___Sc0000007	AUGUSTUS	transcript	12598981	12600780	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6098.t1	1800
Pocillopora_meandrina_HIv1___Sc0000007	12853999	12858783	Pocillopora_meandrina_HIv1___Sc0000007	AUGUSTUS	transcript	12858511	12860457	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g6115.t1	273
Pocillopora_meandrina_HIv1___Sc0000007	13093921	13099854	Pocillopora_meandrina_HIv1___Sc0000007	AUGUSTUS	transcript	13095063	13097222	.	+	.	ID=Pocillopora_meandrina_HIv1___TS.g24875.t1a	2160
Pocillopora_meandrina_HIv1___Sc0000008	2003184	2024008	Pocillopora_meandrina_HIv1___Sc0000008	AUGUSTUS	transcript	2000841	2003519	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g1802.t1	335
Pocillopora_meandrina_HIv1___Sc0000008	2003184	2024008	Pocillopora_meandrina_HIv1___Sc0000008	AUGUSTUS	transcript	2004151	2004525	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g1803.t1	375
Pocillopora_meandrina_HIv1___Sc0000008	2003184	2024008	Pocillopora_meandrina_HIv1___Sc0000008	AUGUSTUS	transcript	2007839	2008541	.	-	.	ID=Pocillopora_meandrina_HIv1___TS.g4313.t1	703
Pocillopora_meandrina_HIv1___Sc0000008	2003184	2024008	Pocillopora_meandrina_HIv1___Sc0000008	AUGUSTUS	transcript	2015777	2016166	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g1805.t1	390
Pocillopora_meandrina_HIv1___Sc0000008	2003184	2024008	Pocillopora_meandrina_HIv1___Sc0000008	AUGUSTUS	transcript	2019737	2031383	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g1806.t1	4272
Pocillopora_meandrina_HIv1___Sc0000010	2497140	2503741	Pocillopora_meandrina_HIv1___Sc0000010	AUGUSTUS	transcript	2497342	2500887	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1	3546
Pocillopora_meandrina_HIv1___Sc0000010	2497140	2503741	Pocillopora_meandrina_HIv1___Sc0000010	AUGUSTUS	transcript	2501279	2504736	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g13148.t1	2463
Pocillopora_meandrina_HIv1___Sc0000012	9109071	9120594	Pocillopora_meandrina_HIv1___Sc0000012	AUGUSTUS	transcript	9110697	9117780	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g10148.t1	7084
Pocillopora_meandrina_HIv1___Sc0000012	9109071	9120594	Pocillopora_meandrina_HIv1___Sc0000012	AUGUSTUS	transcript	9119438	9120199	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g10149.t1	762
Pocillopora_meandrina_HIv1___Sc0000012	9109071	9120594	Pocillopora_meandrina_HIv1___Sc0000012	AUGUSTUS	transcript	9109107	9110381	.	-	.	ID=Pocillopora_meandrina_HIv1___TS.g23676.t1	1275
Pocillopora_meandrina_HIv1___Sc0000013	1700192	1705024	Pocillopora_meandrina_HIv1___Sc0000013	AUGUSTUS	transcript	1700534	1702015	.	+	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g3330.t1	1482
Pocillopora_meandrina_HIv1___Sc0000013	6787577	6795010	Pocillopora_meandrina_HIv1___Sc0000013	AUGUSTUS	transcript	6788213	6788737	.	-	.	ID=Pocillopora_meandrina_HIv1___RNAseq.g3578.t1	525
Pocillopora_meandrina_HIv1___Sc0000013	6787577	6795010	Pocillopora_meandrina_HIv1___Sc0000013	AUGUSTUS	transcript	6789451	6792289	.	-	.	ID=Pocillopora_meandrina_HIv1___TS.g9756.t1	2839
