XP_022780522.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	85.164	856	117	4	22	876	22	868	0.0	1485
XP_022806003.1	Pocillopora_meandrina_HIv1___RNAseq.g11093.t1	88.941	1067	100	5	1	1057	1	1059	0.0	1820
XP_020601163.1	Pocillopora_meandrina_HIv1___RNAseq.g11093.t1	76.171	961	207	8	222	1173	84	1031	0.0	1419
XP_058973250.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	99.424	868	5	0	1	868	1	868	0.0	1801
XP_044168784.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	72.061	859	214	7	25	869	22	868	0.0	1261
XP_044168785.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	72.061	859	214	7	25	869	22	868	0.0	1261
XP_044168786.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	72.061	859	214	7	25	869	22	868	0.0	1261
XP_029187700.2	Pocillopora_meandrina_HIv1___RNAseq.g11093.t1	72.102	1061	201	15	1	968	1	1059	0.0	1463
XP_029187701.2	Pocillopora_meandrina_HIv1___RNAseq.g11093.t1	72.102	1061	200	15	1	967	1	1059	0.0	1462
XP_032223626.2	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	59.560	863	314	11	30	876	25	868	0.0	1018
XP_048580936.1	Pocillopora_meandrina_HIv1___RNAseq.g11093.t1	61.712	888	309	10	174	1057	199	1059	0.0	1115
NP_001177900.1	Pocillopora_meandrina_HIv1___RNAseq.g22015.t1	48.622	798	382	12	36	823	51	830	0.0	779
