XP_022802849.1	XP_029212426.1	67.130	216	71	0	23	238	13	228	1.89e-98	286
XP_022802856.1	XP_029212426.1	69.036	197	61	0	2	198	32	228	1.31e-91	268
XP_022802863.1	XP_029212426.1	69.036	197	61	0	2	198	32	228	1.31e-91	268
XP_022782356.1	XP_029212958.1	65.649	131	43	2	1	130	1	130	5.46e-61	185
XP_022785913.1	XP_029200664.2	69.333	150	46	0	1	150	1	150	1.65e-77	235
XP_022795993.1	XP_044169049.1	56.098	369	149	3	1	368	1	357	4.62e-155	441
XP_020602279.1	XP_044175640.1	56.954	302	117	3	1	302	1	289	4.41e-116	336
XP_020611109.1	XP_029212958.1	61.268	142	53	1	1	140	1	142	1.79e-63	191
XP_020622258.1	XP_029212426.1	63.913	230	80	2	1	229	1	228	1.68e-100	291
XP_020623915.1	XP_044169049.1	60.434	369	134	1	1	369	1	357	7.73e-170	478
XP_058959675.1	XP_029212426.1	63.889	216	78	0	14	229	13	228	1.82e-93	273
XP_058959676.1	XP_029212426.1	63.889	216	78	0	13	228	13	228	1.54e-93	274
XP_058964509.1	XP_029200664.2	54.751	221	91	3	1	212	1	221	4.28e-80	241
XP_058966477.1	XP_029200664.2	68.987	158	47	1	1	158	1	156	9.18e-80	240
XP_058969753.1	XP_044175640.1	55.426	258	107	2	1	258	1	250	9.47e-104	305
XP_058972910.1	XP_044169049.1	58.537	369	140	2	1	368	1	357	6.84e-163	460
XP_058972919.1	XP_044169049.1	57.182	369	130	3	1	353	1	357	2.18e-155	441
XP_058955406.1	XP_029213447.2	75.200	125	31	0	1	125	32	156	8.77e-57	174
XP_058955700.1	XP_029212958.1	66.418	134	41	2	1	131	1	133	3.40e-64	193
XP_044169049.1	XP_044169049.1	100.000	357	0	0	1	357	1	357	0.0	749
XP_044169049.1	XP_044169049.1	100.000	357	0	0	1	357	1	357	0.0	749
XP_044175640.1	XP_044175640.1	100.000	289	0	0	1	289	1	289	0.0	595
XP_029182707.2	XP_044175640.1	100.000	289	0	0	1	289	1	289	0.0	595
XP_029186164.2	XP_029186164.2	100.000	319	0	0	1	319	1	319	0.0	646
XP_029212426.1	XP_029212426.1	100.000	228	0	0	1	228	1	228	1.09e-174	479
XP_029212427.1	XP_029212427.1	100.000	203	0	0	1	203	1	203	1.16e-153	424
XP_029212958.1	XP_029212958.1	100.000	147	0	0	1	147	1	147	1.55e-107	303
XP_029212959.1	XP_029212959.1	100.000	130	0	0	1	130	1	130	4.33e-94	267
XP_001628774.2	XP_029212426.1	53.846	221	101	1	38	258	9	228	6.26e-84	251
XP_001638518.1	XP_044169049.1	38.235	374	203	9	1	365	1	355	8.13e-85	261
XP_032239580.1	XP_044175640.1	44.615	260	140	2	39	297	1	257	9.31e-74	230
XP_032240359.1	XP_029200664.2	54.902	153	66	2	1	150	1	153	1.49e-50	164
NP_001273061.1	XP_044169049.1	30.811	370	206	10	1	336	1	354	9.91e-52	175
NP_006629.2	XP_044169049.1	33.784	370	218	9	1	359	1	354	5.88e-65	210
