#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::NC_058066.1:468618-469943	1325	73	0.3891	11.48389835357666	1	0.0882804	noncoding
transcript::NC_058066.1:1135315-1144814	9499	69	0.2705	10.028266716003419	1	0.0399931	noncoding
transcript::NC_058066.1:1144883-1148491	3608	75	0.25564000000000003	9.143180274963381	1	0.0451723	noncoding
transcript::NC_058066.1:1153398-1165634	12236	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1153398-1165634	12236	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1153403-1165634	12231	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1153409-1165634	12225	134	0.3118	9.09901943206787	1	0.295457	noncoding
transcript::NC_058066.1:1154206-1155609	1403	66	0.37373	8.802658271789554	1	0.0495107	noncoding
transcript::NC_058066.1:1155786-1165634	9848	134	0.29479	9.09901943206787	1	0.241898	noncoding
transcript::NC_058066.1:1222539-1225166	2627	56	0.32077	10.02620372772217	1	0.0281906	noncoding
transcript::NC_058066.1:1256162-1260325	4163	41	0.28334000000000004	9.098761558532715	1	0.0143291	noncoding
transcript::NC_058066.1:1256162-1264306	8144	53	0.28334000000000004	10.182410621643069	1	0.0265272	noncoding
transcript::NC_058066.1:1256162-1265605	9443	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1256162-1265914	9752	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1257059-1264306	7247	53	0.28334000000000004	10.182410621643069	1	0.0265272	noncoding
transcript::NC_058066.1:1257059-1265605	8546	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1257059-1265914	8855	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:1257059-1265914	8855	53	0.2765	10.182410621643069	1	0.027401	noncoding
transcript::NC_058066.1:2297524-2299462	1938	60	0.37722	10.105757713317868	1	0.048414	noncoding
transcript::NC_058066.1:2297529-2299462	1933	60	0.37722	10.105757713317868	1	0.048414	noncoding
transcript::NC_058066.1:2450607-2451419	812	61	0.37514000000000003	10.455949974060058	1	0.0514946	noncoding
