JAAVTL010000001.1 	 2095917
JAAVTL010000002.1 	 2081954
JAAVTL010000003.1 	 1617595
JAAVTL010000004.1 	 1576134
JAAVTL010000005.1 	 1560107
JAAVTL010000006.1 	 1451149
JAAVTL010000007.1 	 1442001
JAAVTL010000008.1 	 1404416
JAAVTL010000009.1 	 1375744
JAAVTL010000010.1 	 1318009
JAAVTL010000011.1 	 1243551
JAAVTL010000012.1 	 1229536
JAAVTL010000013.1 	 1172851
JAAVTL010000014.1 	 1203294
JAAVTL010000015.1 	 1198208
JAAVTL010000016.1 	 1181740
JAAVTL010000017.1 	 1125063
JAAVTL010000018.1 	 1142483
JAAVTL010000019.1 	 1132017
JAAVTL010000020.1 	 1094778
JAAVTL010000021.1 	 1082251
JAAVTL010000022.1 	 1066814
JAAVTL010000023.1 	 1079377
JAAVTL010000024.1 	 1082203
JAAVTL010000025.1 	 1035031
JAAVTL010000026.1 	 1034889
JAAVTL010000027.1 	 988827
JAAVTL010000028.1 	 999965
JAAVTL010000029.1 	 1011809
JAAVTL010000030.1 	 1008587
JAAVTL010000031.1 	 964667
JAAVTL010000032.1 	 963340
JAAVTL010000033.1 	 975014
JAAVTL010000034.1 	 971890
JAAVTL010000035.1 	 904800
JAAVTL010000036.1 	 903325
JAAVTL010000037.1 	 912155
JAAVTL010000038.1 	 837669
JAAVTL010000039.1 	 828211
JAAVTL010000040.1 	 794006
JAAVTL010000041.1 	 808600
JAAVTL010000042.1 	 824484
JAAVTL010000043.1 	 834096
JAAVTL010000044.1 	 823287
JAAVTL010000045.1 	 816628
JAAVTL010000046.1 	 813212
JAAVTL010000047.1 	 793482
JAAVTL010000048.1 	 789177
JAAVTL010000049.1 	 787391
JAAVTL010000050.1 	 790391
JAAVTL010000051.1 	 794202
JAAVTL010000052.1 	 792108
JAAVTL010000053.1 	 775963
JAAVTL010000054.1 	 770660
JAAVTL010000055.1 	 763955
JAAVTL010000056.1 	 736968
JAAVTL010000057.1 	 753239
JAAVTL010000058.1 	 750365
JAAVTL010000059.1 	 749538
JAAVTL010000060.1 	 730368
JAAVTL010000061.1 	 727870
JAAVTL010000062.1 	 680326
JAAVTL010000063.1 	 699294
JAAVTL010000064.1 	 671580
JAAVTL010000065.1 	 677348
JAAVTL010000066.1 	 702749
JAAVTL010000067.1 	 669140
JAAVTL010000068.1 	 674176
JAAVTL010000069.1 	 664236
JAAVTL010000070.1 	 681577
JAAVTL010000071.1 	 691047
JAAVTL010000072.1 	 677082
JAAVTL010000073.1 	 673353
JAAVTL010000074.1 	 673911
JAAVTL010000075.1 	 661009
JAAVTL010000076.1 	 675833
JAAVTL010000077.1 	 665057
JAAVTL010000078.1 	 651288
JAAVTL010000079.1 	 660662
JAAVTL010000080.1 	 655900
JAAVTL010000081.1 	 653110
JAAVTL010000082.1 	 645591
JAAVTL010000083.1 	 627367
JAAVTL010000084.1 	 641669
JAAVTL010000085.1 	 625172
JAAVTL010000086.1 	 632085
JAAVTL010000087.1 	 625147
JAAVTL010000088.1 	 632753
JAAVTL010000089.1 	 625158
JAAVTL010000090.1 	 615929
JAAVTL010000091.1 	 626749
JAAVTL010000092.1 	 621335
JAAVTL010000093.1 	 610313
JAAVTL010000094.1 	 608193
JAAVTL010000095.1 	 621423
JAAVTL010000096.1 	 597649
JAAVTL010000097.1 	 585607
JAAVTL010000098.1 	 594528
JAAVTL010000099.1 	 597842
JAAVTL010000100.1 	 610647
JAAVTL010000101.1 	 599479
JAAVTL010000102.1 	 571946
JAAVTL010000103.1 	 575303
JAAVTL010000104.1 	 596185
JAAVTL010000105.1 	 602171
JAAVTL010000106.1 	 598319
JAAVTL010000107.1 	 537443
JAAVTL010000108.1 	 568365
JAAVTL010000109.1 	 590342
JAAVTL010000110.1 	 583270
JAAVTL010000111.1 	 592364
JAAVTL010000112.1 	 569799
JAAVTL010000113.1 	 552208
JAAVTL010000114.1 	 567671
JAAVTL010000115.1 	 585351
JAAVTL010000116.1 	 570819
JAAVTL010000117.1 	 574997
JAAVTL010000118.1 	 566704
JAAVTL010000119.1 	 545906
JAAVTL010000120.1 	 571609
JAAVTL010000121.1 	 543371
JAAVTL010000122.1 	 572596
JAAVTL010000123.1 	 567023
JAAVTL010000124.1 	 562575
JAAVTL010000125.1 	 555688
JAAVTL010000126.1 	 561493
JAAVTL010000127.1 	 560487
JAAVTL010000128.1 	 531533
JAAVTL010000129.1 	 562027
JAAVTL010000130.1 	 545220
JAAVTL010000131.1 	 538014
JAAVTL010000132.1 	 528276
JAAVTL010000133.1 	 544800
JAAVTL010000134.1 	 544052
JAAVTL010000135.1 	 525489
JAAVTL010000136.1 	 501475
JAAVTL010000137.1 	 527450
JAAVTL010000138.1 	 540461
JAAVTL010000139.1 	 538040
JAAVTL010000140.1 	 537088
JAAVTL010000141.1 	 520299
JAAVTL010000142.1 	 517138
JAAVTL010000143.1 	 522146
JAAVTL010000144.1 	 494328
JAAVTL010000145.1 	 525268
JAAVTL010000146.1 	 513746
JAAVTL010000147.1 	 526145
JAAVTL010000148.1 	 512974
JAAVTL010000149.1 	 525596
JAAVTL010000150.1 	 494325
JAAVTL010000151.1 	 517289
JAAVTL010000152.1 	 518454
JAAVTL010000153.1 	 521745
JAAVTL010000154.1 	 475170
JAAVTL010000155.1 	 505449
JAAVTL010000156.1 	 518096
JAAVTL010000157.1 	 509041
JAAVTL010000158.1 	 515250
