"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pver_gene_g6818",1076.7972253948,-2.92724325347006,0.193788028460242,-15.1053874520975,1.49226672111331e-51,2.91544149303907e-47
"Pver_gene_g5715",939.632416896321,-2.54652521207179,0.176338495352909,-14.441119093,2.85173938753118e-47,2.78572162070983e-43
"Pver_gene_g13944",2995.60950296758,1.14548569750143,0.0905995989519154,12.6433859614476,1.2169804640305e-36,7.92538244192127e-33
"Pver_gene_g8642",9236.37698669774,0.943077810424558,0.0896896779468333,10.5148979460446,7.37606188233357e-26,3.60265302487877e-22
"Pver_gene_g6289",2226.18912287329,1.37530679727929,0.147468910707146,9.32607958304151,1.09859408186877e-20,4.29264651549403e-17
"Pver_gene_g255",1640.90895595929,-0.902881204066308,0.12127234571621,-7.44507083403126,9.68924164183099e-14,3.15497856594087e-10
"Pver_gene_g6817",421.416220269042,-1.59747436953498,0.220188581789291,-7.25502819698288,4.0157816960575e-13,1.12080467136965e-09
"Pver_gene_g17012",548.043814750568,-4.47893036358528,0.681093695723286,-6.57608548091006,4.82994946543244e-11,1.17953403382692e-07
"Pver_gene_g12577",1443.71923675206,-0.309209142525606,0.0552684789587707,-5.59467436685332,2.21036228699661e-08,4.7982053334503e-05
"Pver_gene_novel_gene_187_5de57afd",9507.77432024264,-1.64750056813408,0.311666292724189,-5.28610442192429,1.24948586915362e-07,0.000244112054256542
"Pver_gene_g130",818.773207301736,0.266391036021524,0.05141134473628,5.18156133413753,2.20036209726366e-07,0.000358237285785335
"Pver_gene_g5713",236.813953307679,-1.0128588097541,0.194959672486551,-5.19522215459186,2.04475514369051e-07,0.000358237285785335
"Pver_gene_g19192",1953.13236426393,-3.24302591393855,0.630604943694297,-5.14272199475603,2.70786177038291e-07,0.000406949964676699
"Pver_gene_g15783",2711.5555554778,-0.943694321301194,0.184671193040715,-5.11013280286296,3.21932436612847e-07,0.000449256715293229
"Pver_gene_g26469",2508.12516966528,-2.05710281141468,0.403979123355716,-5.09210177577253,3.54115918390317e-07,0.000461224179839442
"Pver_gene_g22963",4011.65975397702,0.487391989929707,0.0974457392343247,5.00167574035937,5.68341250438056e-07,0.000693980188113018
"Pver_gene_g6093",107.228112177639,-3.00298293906695,0.607286612954762,-4.94491871713735,7.61756419290945e-07,0.000875437362569835
"Pver_gene_g16877",722.616056609995,-2.16884833431088,0.442542757327654,-4.9008786120639,9.54089965448338e-07,0.00103555864749801
"Pver_gene_g4156",93.4192894145882,1.97563020455619,0.408262391265001,4.83911877955425,1.3041608982486e-06,0.00134102060363594
"Pver_gene_g12511",492.741560520693,-1.23013001087275,0.255801825959298,-4.80891802183025,1.51749418199073e-06,0.00148236419167764
"Pver_gene_g8671",604.118851125253,-1.21778380215794,0.25518800761966,-4.77210435363782,1.82310996927561e-06,0.00169609997474941
"Pver_gene_g9786",1297.07073711866,0.448169197247273,0.0953758656413222,4.69897907855109,2.61465234182041e-06,0.00228488311009136
"Pver_gene_g18523",6244.97035440439,-0.340548374231661,0.0725623704332068,-4.69318149611904,2.68988644787333e-06,0.00228488311009136
"Pver_gene_g3301",1122.54641652849,-1.39583502949257,0.299586349658307,-4.65920770784313,3.17428779662257e-06,0.0024806424273046
"Pver_gene_g19191",4539.61156721011,-2.87729544310531,0.616833423237693,-4.664623113324,3.09183181035271e-06,0.0024806424273046
"Pver_gene_g23200",437.114981329287,2.48570957068683,0.534657938526674,4.64915863315629,3.33291807585123e-06,0.00250443155568867
"Pver_gene_g5714",106.251920456545,-1.10572730096862,0.238693577348103,-4.63241329428846,3.61427720630598e-06,0.00261526421405926
"Pver_gene_g1577",988.628234897775,-0.546152774939764,0.118906174262658,-4.59314058606696,4.36624701741334e-06,0.00295036139996771
"Pver_gene_g488",252.850660004631,-0.435787756769665,0.0948909191649037,-4.59251275680387,4.37940730916023e-06,0.00295036139996771
"Pver_gene_split_gene_g2106-g89",211.333104666793,0.687875384540758,0.150965604291653,4.55650403128809,5.2012041363054e-06,0.00334255811346966
"Pver_novel_model_525_5de57afd",1284.56678355742,-2.65962052018295,0.584223868906185,-4.55239962236127,5.30374681463681e-06,0.00334255811346966
"Pver_gene_g25700",9936.88939532632,-0.331964048230099,0.0731203530945166,-4.5399677953004,5.62628211193268e-06,0.0034350210506509
"Pver_gene_g23161",294.574006807345,-1.47428419971467,0.326617220955331,-4.51379812553209,6.36768322037051e-06,0.00365898314930525
"Pver_gene_novel_gene_633_5de57afd",37.4735603909662,-1.60590545013255,0.355720386655593,-4.51451620535704,6.34614696900698e-06,0.00365898314930525
"Pver_gene_g13770",1951.31209514245,-1.94586222204301,0.436257583400405,-4.4603516273024,8.18252910486858e-06,0.00456748774633764
"Pver_gene_g20439",158.457698994702,-2.65637273889462,0.599437542646554,-4.43144206011283,9.36049663638382e-06,0.00507988952180641
"Pver_gene_g25926",1487.10406537363,-1.54155441535877,0.350301066381322,-4.40065578812912,1.07924210167474e-05,0.00560672035244444
"Pver_gene_g13298",2512.87363961205,0.216171923707431,0.0492109871614027,4.39275731247635,1.11922042148402e-05,0.00560672035244444
