row_id	pic_chr	pic_beg	pic_end	pic_len	TEshare	CDSshare	TEbp_per_pic	CDSbp_per_pic	TEdiv_per_pic
row_1	Porites_evermani_scaffold_11	888037	896824	8788	0.421028675466545	0	37	0	15.8
row_10	Porites_evermani_scaffold_59	164056	172722	8667	0	0	0	0	0
row_100	Porites_evermani_scaffold_2972	52159	56931	4773	0	0	0	0	0
row_101	Porites_evermani_scaffold_3022	42860	49745	6886	1.43769968051118	0	99	0	23.2
row_102	Porites_evermani_scaffold_3289	41504	44889	3386	1.41760189013585	0	48	0	23.8
row_103	Porites_evermani_scaffold_3476	31057	35927	4871	0	0	0	0	0
row_104	Porites_evermani_scaffold_3489	83	7967	7885	20.5580215599243	0	1621	0	18.8714285714286
row_105	Porites_evermani_scaffold_3956	10262	14547	4286	0	0	0	0	0
row_106	Porites_evermani_scaffold_4290	19265	20800	1536	0	0	0	0	0
row_107	Porites_evermani_scaffold_4459	20262	23660	3399	19.0055898793762	0	646	0	19.8333333333333
row_11	Porites_evermani_scaffold_59	237006	245911	8906	5.59173590837635	0	498	0	26.6666666666667
row_12	Porites_evermani_scaffold_59	253020	261290	8271	0	0	0	0	0
row_13	Porites_evermani_scaffold_74	408252	415765	7514	3.36704817673677	0	253	0	21.25
row_14	Porites_evermani_scaffold_100	452587	464012	11426	3.00192543322249	0	343	0	20.325
row_15	Porites_evermani_scaffold_115	22158	30772	8615	0.766105629715613	0	66	0	3.85
row_16	Porites_evermani_scaffold_115	124035	135784	11750	0.987234042553193	0	116	0	12.65
row_17	Porites_evermani_scaffold_116	69044	84016	14973	0	0	0	0	0
row_18	Porites_evermani_scaffold_124	272145	280833	8689	17.5394176545055	0	1524	0	28.92
row_19	Porites_evermani_scaffold_126	50084	56018	5935	1.51642796967144	0	90	0	15.4
row_2	Porites_evermani_scaffold_3	1216079	1221024	4946	0.788515972503032	0	39	0	5.3
row_20	Porites_evermani_scaffold_136	382246	388907	6662	1.02071450015011	0	68	0	20
row_21	Porites_evermani_scaffold_154	61156	66974	5819	0.32651658360543	0	19	0	5.5
row_22	Porites_evermani_scaffold_157	131731	140002	8272	0.580270793036751	0	48	0	11.2
row_23	Porites_evermani_scaffold_157	186111	193760	7650	0.99346405228758	0	76	0	21.1
row_24	Porites_evermani_scaffold_157	244039	252999	8961	0.848119629505635	0	76	0	19.7
row_25	Porites_evermani_scaffold_157	260017	273024	13008	2.91359163591634	0	379	0	17.0714285714286
row_26	Porites_evermani_scaffold_157	288016	298027	10012	0	0	0	0	0
row_27	Porites_evermani_scaffold_157	333133	341956	8824	0.543970988213962	0	48	0	12.4
row_28	Porites_evermani_scaffold_165	65004	71018	6015	0	0	0	0	0
row_29	Porites_evermani_scaffold_165	121005	126005	5001	4.01919616076786	0	201	0	17.3333333333333
row_3	Porites_evermani_scaffold_29	302759	309005	6247	7.60364975188086	0	475	0	17.9333333333333
row_30	Porites_evermani_scaffold_165	135058	141008	5951	1.07544950428499	0	64	0	7.65
row_31	Porites_evermani_scaffold_165	165016	171832	6817	0	0	0	0	0
row_32	Porites_evermani_scaffold_183	289650	294997	5348	0	0	0	0	0
row_33	Porites_evermani_scaffold_185	221007	226007	5001	52.1695660867844	0	2609	0	32.9
