Porites_evermani_scaffold_11	888037	896824	Porites_evermani_scaffold_11	Gmove	mRNA	892702	894077	363	-	.	ID=Peve_00001776;Name=Peve_00001776;start=0;stop=0;cds_size=363	1376
Porites_evermani_scaffold_3	1415134	1422731	Porites_evermani_scaffold_3	Gmove	mRNA	1419214	1420017	693	+	.	ID=Peve_00022542;Name=Peve_00022542;start=1;stop=1;cds_size=693	804
Porites_evermani_scaffold_3	1415134	1422731	Porites_evermani_scaffold_3	Gmove	mRNA	1422584	1423048	46.5	-	.	ID=Peve_00022543;Name=Peve_00022543;start=0;stop=1;cds_size=465	148
Porites_evermani_scaffold_11	949228	957791	Porites_evermani_scaffold_11	Gmove	mRNA	951426	951839	414	+	.	ID=Peve_00001781;Name=Peve_00001781;start=1;stop=1;cds_size=414	414
Porites_evermani_scaffold_11	949228	957791	Porites_evermani_scaffold_11	Gmove	mRNA	952928	953344	363	-	.	ID=Peve_00001782;Name=Peve_00001782;start=1;stop=0;cds_size=363	417
Porites_evermani_scaffold_40	420234	428017	Porites_evermani_scaffold_40	Gmove	mRNA	397638	420502	736.763	+	.	ID=Peve_00028786;Name=Peve_00028786;start=1;stop=1;cds_size=999	268
Porites_evermani_scaffold_53	508011	520458	Porites_evermani_scaffold_53	Gmove	mRNA	512134	515633	237	-	.	ID=Peve_00034706;Name=Peve_00034706;start=1;stop=0;cds_size=237	3500
Porites_evermani_scaffold_53	508011	520458	Porites_evermani_scaffold_53	Gmove	mRNA	515912	516831	294	-	.	ID=Peve_00034707;Name=Peve_00034707;start=1;stop=1;cds_size=294	920
Porites_evermani_scaffold_53	625337	633989	Porites_evermani_scaffold_53	Gmove	mRNA	628846	631067	504	-	.	ID=Peve_00034729;Name=Peve_00034729;start=1;stop=1;cds_size=504	2222
Porites_evermani_scaffold_53	625337	633989	Porites_evermani_scaffold_53	Gmove	mRNA	632786	639215	627	-	.	ID=Peve_00034730;Name=Peve_00034730;start=0;stop=1;cds_size=627	1204
Porites_evermani_scaffold_59	164056	172722	Porites_evermani_scaffold_59	Gmove	mRNA	171573	172607	231.75	+	.	ID=Peve_00036702;Name=Peve_00036702;start=1;stop=1;cds_size=927	1035
Porites_evermani_scaffold_59	164056	172722	Porites_evermani_scaffold_59	Gmove	mRNA	169906	171438	780	+	.	ID=Peve_00036703;Name=Peve_00036703;start=1;stop=1;cds_size=780	1533
Porites_evermani_scaffold_59	164056	172722	Porites_evermani_scaffold_59	Gmove	mRNA	167927	168427	276	+	.	ID=Peve_00036704;Name=Peve_00036704;start=1;stop=0;cds_size=276	501
Porites_evermani_scaffold_59	164056	172722	Porites_evermani_scaffold_59	Gmove	mRNA	168855	169771	526.875	+	.	ID=Peve_00036705;Name=Peve_00036705;start=1;stop=1;cds_size=843	917
Porites_evermani_scaffold_59	237006	245911	Porites_evermani_scaffold_59	Gmove	mRNA	239213	241951	387	+	.	ID=Peve_00036652;Name=Peve_00036652;start=1;stop=1;cds_size=387	2739
Porites_evermani_scaffold_59	237006	245911	Porites_evermani_scaffold_59	Gmove	mRNA	245530	245764	189	+	.	ID=Peve_00036654;Name=Peve_00036654;start=1;stop=1;cds_size=189	235
